Title,Latitude,Longitude,PowerKW,charging_station_type,anno
Jam Grill House,45.49788191416355,9.238959686,150,ultrafast,2033
Tamoil,45.4735071,9.229097699995148,50,fast,2033
IP,45.506936,9.261258099998713,50,fast,2033
nuova_colonnina,45.48547309999952,9.2297535,22,slow,2033
nuova_colonnina,45.47619659310829,9.226973421718881,50,fast,2033
nuova_colonnina,45.42442600000222,9.252579999999472,50,fast,2033
Eni,45.46747500000309,9.225426000003727,50,fast,2033
Esso,45.433740999997106,9.261913999996278,50,fast,2033
Parcheggio Supermercato,45.44174780000097,9.218683000001747,22,slow,2033
nuova_colonnina,45.436907195288406,9.265571408141513,22,slow,2033
nuova_colonnina,45.43440028482658,9.237633816,22,slow,2033
nuova_colonnina,45.44076897163478,9.264481800751296,22,slow,2033
nuova_colonnina,45.4545359,9.214723199996548,50,fast,2033
"FORLANINI VLE FORLANINI CORRISPONDENZA LINEA TRAM 27, BUS 73 e 45",45.46297330000296,9.238790900005366,22,slow,2033
nuova_colonnina,45.45357709999621,9.227722849996407,50,fast,2033
nuova_colonnina,45.43623460951531,9.245352765,22,slow,2033
nuova_colonnina,45.45194476764508,9.252740654178085,50,fast,2033
nuova_colonnina,45.45861272285925,9.247729794,22,slow,2033
nuova_colonnina,45.45690436408375,9.209580124749703,50,fast,2033
nuova_colonnina,45.41349175153603,9.209673930981202,22,slow,2033
nuova_colonnina,45.406642306777236,9.171593940050434,22,slow,2033
nuova_colonnina,45.39827198861174,9.206043196,22,slow,2033
nuova_colonnina,45.41859960447221,9.177616206358167,22,slow,2033
nuova_colonnina,45.40803969208781,9.173147737158153,22,slow,2033
nuova_colonnina,45.41592652294476,9.176088338869523,50,fast,2033
nuova_colonnina,45.42215145,9.180005699995016,50,fast,2033
Parcheggio Autosilo Medaglie d'Oro,45.45112840000339,9.201091599998025,22,slow,2033
nuova_colonnina,45.41693800754159,9.170182972,22,slow,2033
nuova_colonnina,45.42157972674782,9.202000135384777,22,slow,2033
nuova_colonnina,45.44291341723886,9.193660523742773,50,fast,2033
nuova_colonnina,45.419864585875864,9.176828427377629,22,slow,2033
nuova_colonnina,45.41555412756916,9.181513829,50,fast,2033
nuova_colonnina,45.45351466389392,9.158199571428048,22,slow,2033
Bingo Azzurro,45.447344273769446,9.126214186407346,22,slow,2033
nuova_colonnina,45.45222749999932,9.167474500005165,50,fast,2033
Esselunga,45.44423323146625,9.162911450987991,50,fast,2033
Tamoil,45.47514899999919,9.141955,50,fast,2033
Esso,45.460736000003585,9.110610999994044,50,fast,2033
IP,45.47614369999626,9.111746000003015,50,fast,2033
nuova_colonnina,45.457563286306176,9.102723571894064,22,slow,2033
nuova_colonnina,45.450660701412275,9.097295399741052,50,fast,2033
nuova_colonnina,45.50597539999931,9.131199000003342,150,ultrafast,2033
Tamoil,45.48322280000363,9.159307800003456,50,fast,2033
Esso,45.504858000001704,9.106479999995402,50,fast,2033
Q8,45.501912699999714,9.143356000000066,50,fast,2033
nuova_colonnina,45.50363120740779,9.107697338405346,22,slow,2033
nuova_colonnina,45.49585100501578,9.108582193293476,50,fast,2033
nuova_colonnina,45.49415883006817,9.110514591111361,22,slow,2033
nuova_colonnina,45.506813059412806,9.103157322373953,50,fast,2033
nuova_colonnina,45.49808203353598,9.113087133689023,22,slow,2033
nuova_colonnina,45.49274184896226,9.117619537,22,slow,2033
Esselunga,45.485982099998246,9.164898900005708,50,fast,2033
nuova_colonnina,45.50583483391231,9.093856737608832,22,slow,2033
nuova_colonnina,45.489439899996135,9.187733500003182,50,fast,2033
nuova_colonnina,45.53048321665991,9.171670569535365,22,slow,2033
nuova_colonnina,45.50770124999871,9.1877698,50,fast,2033
nuova_colonnina,45.52431469999574,9.174785900000389,22,slow,2033
nuova_colonnina,45.516410771288555,9.180489763,50,fast,2033
nuova_colonnina,45.52653861681531,9.162959954,50,fast,2033
Autorimessa Sarca,45.50680969999883,9.2032698,22,slow,2033
Keropetrol,45.46681659999702,9.166150200001091,50,fast,2034
nuova_colonnina,45.46488888188977,9.179742644474832,22,slow,2034
nuova_colonnina,45.467097700000586,9.171077299995572,22,slow,2034
nuova_colonnina,45.475397308852784,9.201835438807505,50,fast,2034
Carducci Parking,45.46151250000254,9.172193200003028,22,slow,2034
IP,45.51446733903747,9.224897965821212,50,fast,2034
nuova_colonnina,45.50378808684758,9.211215563031246,22,slow,2034
Scuola dell’infanzia Sant’Uguzzone,45.52129675436041,9.226187954966152,22,slow,2034
nuova_colonnina,45.50451542295082,9.224404479237435,22,slow,2034
nuova_colonnina,45.488843310323944,9.195995462344808,22,slow,2034
nuova_colonnina,45.50363509863955,9.240302656021733,22,slow,2034
nuova_colonnina,45.516317602118725,9.240150374801036,50,fast,2034
nuova_colonnina,45.52110674508221,9.232329308,22,slow,2034
nuova_colonnina,45.49748898667625,9.236922944126919,22,slow,2034
nuova_colonnina,45.492664791432496,9.199578080799265,50,fast,2034
nuova_colonnina,45.4877839,9.217584299999618,22,slow,2034
nuova_colonnina,45.51074539999909,9.245663500005964,50,fast,2034
nuova_colonnina,45.51566946,9.237009928239809,50,fast,2034
Q8,45.50664229999942,9.253289999994397,50,fast,2034
Q8,45.48811099999991,9.236793599999684,50,fast,2034
nuova_colonnina,45.475351299996426,9.225364900001889,22,slow,2034
Il Trancio di Fra,45.47012386108977,9.225890973204548,22,slow,2034
IP,45.46780060000414,9.211330200005525,50,fast,2034
Q8,45.449671500003845,9.253031000005388,50,fast,2034
nuova_colonnina,45.44126820557516,9.264064065027522,22,slow,2034
SAN DONATO-PAULLESE VIA SAN DONATO-PAULLESE CORRISPONDENZA  LINEA MM3,45.43026689999986,9.257980100002042,50,fast,2034
nuova_colonnina,45.45422334324596,9.229844892,50,fast,2034
nuova_colonnina,45.45032467574895,9.233240872538264,50,fast,2034
nuova_colonnina,45.45559920340131,9.232870296231784,22,slow,2034
nuova_colonnina,45.44347311685315,9.245979714486317,22,slow,2034
nuova_colonnina,45.43277318932847,9.24093922,50,fast,2034
nuova_colonnina,45.43609869479586,9.247664506999113,50,fast,2034
nuova_colonnina,45.43251777928919,9.242991948561576,22,slow,2034
nuova_colonnina,45.43888198567612,9.230372242420382,22,slow,2034
nuova_colonnina,45.43051048,9.244986805670424,50,fast,2034
nuova_colonnina,45.43004902043853,9.245943445,50,fast,2034
Ambulatorio Veterinario Ovidio,45.45870950000237,9.242551999999082,50,fast,2034
nuova_colonnina,45.434168725787465,9.263853519636738,50,fast,2034
nuova_colonnina,45.44917150200962,9.251879488604853,22,slow,2034
nuova_colonnina,45.44615415,9.213958179103471,22,slow,2034
nuova_colonnina,45.45581897413267,9.238281083536021,22,slow,2034
TotalErg,45.43707530000327,9.211282299999462,50,fast,2034
nuova_colonnina,45.42853094520741,9.172093705343421,22,slow,2034
nuova_colonnina,45.4394964,9.201285875339261,22,slow,2034
nuova_colonnina,45.40366774198512,9.172657137522496,22,slow,2034
nuova_colonnina,45.40321830000253,9.169102300005854,22,slow,2034
nuova_colonnina,45.43721966813572,9.212008781545341,22,slow,2034
Eni,45.43895637072108,9.126153411499786,50,fast,2034
Esso,45.443861199997265,9.116214799998037,50,fast,2034
Romolo s.a.s.,45.44262420000065,9.159325499995626,50,fast,2034
Total,45.44687750000265,9.126388999995905,50,fast,2034
Q8,45.44355299999844,9.174132500004529,50,fast,2034
nuova_colonnina,45.42920660000436,9.153270599997958,22,slow,2034
CATERINA DA FORLI' VIA CATERINA DA FORLI' CORRISPONDENZA LINEA MM1,45.460462000001314,9.139004000004697,22,slow,2034
nuova_colonnina,45.43975725974486,9.166037908735957,22,slow,2034
nuova_colonnina,45.440961154760885,9.145855724714778,22,slow,2034
Esso,45.44486129999663,9.073474399996899,50,fast,2034
Butan Gas,45.46125799999805,9.158733000003096,50,fast,2034
Esso,45.454260999996535,9.106507,50,fast,2034
nuova_colonnina,45.46817470000318,9.159398800003222,50,fast,2034
nuova_colonnina,45.462789999996886,9.149447899993888,50,fast,2034
nuova_colonnina,45.51252159999617,9.126731099994455,150,ultrafast,2034
nuova_colonnina,45.51753527999825,9.118379458392878,150,ultrafast,2034
Q8,45.50007059999714,9.130798200003078,50,fast,2034
nuova_colonnina,45.500406056573325,9.10335775,22,slow,2034
nuova_colonnina,45.521500865243006,9.099025247906468,22,slow,2034
nuova_colonnina,45.49805815000081,9.116294000000947,22,slow,2034
nuova_colonnina,45.50020948766617,9.107196810035926,22,slow,2034
nuova_colonnina,45.497570130460005,9.110322876,22,slow,2034
nuova_colonnina,45.49891089628118,9.109636699167234,22,slow,2034
nuova_colonnina,45.522567100004075,9.177958399998019,22,slow,2034
nuova_colonnina,45.51504189999951,9.211571299994777,50,fast,2034
nuova_colonnina,45.51327919999559,9.160889799994024,50,fast,2034
Biblioteca Bovisa La Masa,45.50278583143079,9.157715331259626,22,slow,2034
nuova_colonnina,45.49207785935652,9.181656391060393,22,slow,2034
nuova_colonnina,45.513229479659614,9.1863098,22,slow,2034
nuova_colonnina,45.46513799999854,9.188476000003766,22,slow,2035
Oratorio Pier Giorgio Frassati,45.46514980000279,9.204528499994973,22,slow,2035
Café GinRosa,45.466327826117166,9.198708396239773,22,slow,2035
Manin - Bastioni,45.476969791611985,9.198263152324579,50,fast,2035
nuova_colonnina,45.462340000004474,9.1865065,50,fast,2035
nuova_colonnina,45.469524499997796,9.188015599995955,22,slow,2035
Banca Intesa,45.46712549999812,9.191670900006223,22,slow,2035
Mediolanum Parking,45.464907799995835,9.196265499997462,50,fast,2035
nuova_colonnina,45.45526941028915,9.181002794,22,slow,2035
Autorimessa via Giusti,45.47985440000105,9.174135900001792,22,slow,2035
nuova_colonnina,45.508163807951384,9.242898661813111,22,slow,2035
nuova_colonnina,45.49649454128121,9.229467586,22,slow,2035
nuova_colonnina,45.50694442836375,9.242834461960392,22,slow,2035
nuova_colonnina,45.48751119378537,9.220526885364231,22,slow,2035
nuova_colonnina,45.48840155418525,9.211457123,50,fast,2035
nuova_colonnina,45.49325601749489,9.230905084632536,50,fast,2035
nuova_colonnina,45.51013624,9.223044160708946,50,fast,2035
nuova_colonnina,45.514859981320555,9.230075369281336,22,slow,2035
nuova_colonnina,45.50938250000398,9.254268599994438,150,ultrafast,2035
nuova_colonnina,45.47765808,9.229113622728041,50,fast,2035
Eni,45.452432799995755,9.248271900001814,50,fast,2035
nuova_colonnina,45.46390620000014,9.223716599999646,50,fast,2035
Eni,45.451296500000815,9.241184300006179,50,fast,2035
nuova_colonnina,45.45361742439696,9.228780278634847,22,slow,2035
nuova_colonnina,45.46532743844241,9.210107009164673,22,slow,2035
nuova_colonnina,45.45358469442683,9.225720704716707,22,slow,2035
nuova_colonnina,45.44870253930163,9.231928274607425,50,fast,2035
nuova_colonnina,45.441957350871554,9.240007030752771,50,fast,2035
nuova_colonnina,45.438597947214966,9.243236471,50,fast,2035
nuova_colonnina,45.44101379277514,9.242603919,50,fast,2035
nuova_colonnina,45.43825536533199,9.241910167458922,50,fast,2035
nuova_colonnina,45.437398731865706,9.218540645863753,50,fast,2035
nuova_colonnina,45.45726029288049,9.249277558666968,22,slow,2035
nuova_colonnina,45.457867842956645,9.210376606445537,22,slow,2035
nuova_colonnina,45.43922315126003,9.219535184376868,50,fast,2035
nuova_colonnina,45.442898675339976,9.264567462915018,22,slow,2035
IP,45.40049079999947,9.2098671,50,fast,2035
TPR,45.45099944391955,9.185050533769244,22,slow,2035
nuova_colonnina,45.42484477,9.178563680632472,50,fast,2035
nuova_colonnina,45.42683906294287,9.178372317418116,22,slow,2035
Ripamonti Corrispondenza Tram 24,45.42083359999976,9.203355600005196,50,fast,2035
nuova_colonnina,45.41198045684432,9.228292371681343,50,fast,2035
nuova_colonnina,45.42868452523978,9.167902176642496,22,slow,2035
nuova_colonnina,45.44329345000372,9.176314500001503,50,fast,2035
nuova_colonnina,45.44266555,9.194825134877101,22,slow,2035
Stazione di servizio IP,45.4409142,9.172328100004897,50,fast,2035
Q8,45.44588120000038,9.159797700006317,50,fast,2035
Q8,45.44282020000432,9.1561191,50,fast,2035
nuova_colonnina,45.42938378,9.158996531725567,22,slow,2035
nuova_colonnina,45.45236586637838,9.115082347678666,50,fast,2035
nuova_colonnina,45.43695045000291,9.156709800003698,22,slow,2035
Tamoil,45.445983799995524,9.074874799995625,50,fast,2035
nuova_colonnina,45.46190680000099,9.086842399995096,50,fast,2035
IP API,45.48597810000389,9.080342400004637,50,fast,2035
nuova_colonnina,45.47634450720652,9.100075021763166,50,fast,2035
nuova_colonnina,45.51583253523256,9.124978215073476,150,ultrafast,2035
nuova_colonnina,45.5003545,9.139705599993654,50,fast,2035
TotalErg,45.49983539999782,9.142616900004203,50,fast,2035
nuova_colonnina,45.50144995000034,9.1060955,22,slow,2035
nuova_colonnina,45.502201001578776,9.100112248528458,22,slow,2035
nuova_colonnina,45.50350016639481,9.109301053084758,22,slow,2035
nuova_colonnina,45.497734405921975,9.111394545143837,22,slow,2035
Ristorante Brasile,45.494654468752096,9.155914096653975,50,fast,2035
Milano Lampugnano,45.48922124608488,9.128064039244354,50,fast,2035
nuova_colonnina,45.49220775686551,9.113440939302155,22,slow,2035
nuova_colonnina,45.49783568851298,9.121297456,50,fast,2035
nuova_colonnina,45.48781784351172,9.163855162199111,50,fast,2035
nuova_colonnina,45.49067430660139,9.101143819125841,50,fast,2035
nuova_colonnina,45.52283866940116,9.173241384929602,150,ultrafast,2035
nuova_colonnina,45.52780050000287,9.1666476,150,ultrafast,2035
Simply,45.519842299996675,9.170353400001712,50,fast,2035
Keropetrol,45.517504100001645,9.209342600002225,50,fast,2035
nuova_colonnina,45.508450862510706,9.159572928254027,22,slow,2035
Maciachini,45.49800117878235,9.187981851,50,fast,2035
nuova_colonnina,45.51952119999756,9.192617599997163,50,fast,2035
